datetime,Date,TimeStamp,Open,High,Low,Close,Volume,average0,moving_average300,price_ref,Orders,Amounts,Modulators
2018-04-21 20:00:00,2018-04-21 20:00:00,1524355200000.0,8915.31,9020.67,8727.68,8787.02,29458.25348,8851.165,,,2.0,0.0,0.0
2018-04-22 20:00:00,2018-04-22 20:00:00,1524441600000.0,8785.7,8985.0,8745.0,8934.01,25838.114709,8859.855,,,2.0,0.0,0.0
2018-04-23 20:00:00,2018-04-23 20:00:00,1524528000000.0,8934.0,9731.01,8922.0,9619.99,46268.790106,9276.994999999999,,,2.0,0.0,0.0
2018-04-24 20:00:00,2018-04-24 20:00:00,1524614400000.0,9618.96,9759.82,8730.0,8869.99,81110.037589,9244.474999999999,,,2.0,0.0,0.0
2018-04-25 20:00:00,2018-04-25 20:00:00,1524700800000.0,8869.99,9307.48,8651.62,9266.0,43300.304245,9067.994999999999,,,2.0,0.0,0.0
2018-04-26 20:00:00,2018-04-26 20:00:00,1524787200000.0,9267.03,9395.0,8889.0,8915.35,37241.347036,9091.19,,,2.0,0.0,0.0
2018-04-27 20:00:00,2018-04-27 20:00:00,1524873600000.0,8915.35,9427.48,8870.0,9348.0,34759.62842,9131.675,,,2.0,0.0,0.0
2018-04-28 20:00:00,2018-04-28 20:00:00,1524960000000.0,9348.0,9570.51,9163.74,9419.0,38149.850035,9383.5,,,2.0,0.0,0.0
2018-04-29 20:00:00,2018-04-29 20:00:00,1525046400000.0,9417.04,9458.64,9124.99,9246.01,35002.033875,9331.525000000001,,,2.0,0.0,0.0
2018-04-30 20:00:00,2018-04-30 20:00:00,1525132800000.0,9246.01,9248.99,8800.49,9071.48,41018.463633,9158.744999999999,,,2.0,0.0,0.0
2018-05-01 20:00:00,2018-05-01 20:00:00,1525219200000.0,9071.48,9268.0,8970.2,9247.84,26123.543961,9159.66,,,2.0,0.0,0.0
2018-05-02 20:00:00,2018-05-02 20:00:00,1525305600000.0,9247.81,9844.0,9168.4,9750.0,38768.388288,9498.904999999999,,,2.0,0.0,0.0
2018-05-03 20:00:00,2018-05-03 20:00:00,1525392000000.0,9750.0,9830.04,9520.85,9713.99,28681.588879,9731.994999999999,,,2.0,0.0,0.0
2018-05-04 20:00:00,2018-05-04 20:00:00,1525478400000.0,9714.0,10020.0,9682.0,9864.0,24990.018345,9789.0,,,2.0,0.0,0.0
2018-05-05 20:00:00,2018-05-05 20:00:00,1525564800000.0,9863.99,9970.0,9417.03,9659.01,27690.351559,9761.5,,,2.0,0.0,0.0
2018-05-06 20:00:00,2018-05-06 20:00:00,1525651200000.0,9661.02,9689.67,9181.0,9365.0,33787.640012,9513.01,,,2.0,0.0,0.0
2018-05-07 20:00:00,2018-05-07 20:00:00,1525737600000.0,9365.0,9475.7,9060.54,9187.56,25533.831889,9276.279999999999,,,2.0,0.0,0.0
2018-05-08 20:00:00,2018-05-08 20:00:00,1525824000000.0,9178.0,9390.0,8965.0,9310.0,25673.524899,9244.0,,,2.0,0.0,0.0
2018-05-09 20:00:00,2018-05-09 20:00:00,1525910400000.0,9310.0,9395.12,8970.0,9002.2,25055.063718,9156.1,,,2.0,0.0,0.0
2018-05-10 20:00:00,2018-05-10 20:00:00,1525996800000.0,9002.21,9016.8,8341.0,8400.0,48227.048061,8701.105,,,2.0,0.0,0.0
2018-05-11 20:00:00,2018-05-11 20:00:00,1526083200000.0,8405.94,8646.88,8153.0,8465.94,40241.32081,8435.94,,,2.0,0.0,0.0
2018-05-12 20:00:00,2018-05-12 20:00:00,1526169600000.0,8475.44,8763.36,8298.0,8679.71,25632.869362,8577.575,,,2.0,0.0,0.0
2018-05-13 20:00:00,2018-05-13 20:00:00,1526256000000.0,8679.71,8879.99,8277.0,8663.34,37389.666533,8671.525,,,2.0,0.0,0.0
2018-05-14 20:00:00,2018-05-14 20:00:00,1526342400000.0,8663.37,8859.99,8401.3,8462.0,28126.956136,8562.685000000001,,,2.0,0.0,0.0
2018-05-15 20:00:00,2018-05-15 20:00:00,1526428800000.0,8462.0,8488.0,8083.01,8330.0,31130.718908,8396.0,,,2.0,0.0,0.0
2018-05-16 20:00:00,2018-05-16 20:00:00,1526515200000.0,8330.0,8464.0,7979.0,8041.46,25439.844799,8185.73,,,2.0,0.0,0.0
2018-05-17 20:00:00,2018-05-17 20:00:00,1526601600000.0,8038.82,8273.21,7911.9,8239.81,23476.158251,8139.315,,,2.0,0.0,0.0
2018-05-18 20:00:00,2018-05-18 20:00:00,1526688000000.0,8238.01,8390.8,8095.73,8233.49,17193.424276,8235.75,,,2.0,0.0,0.0
2018-05-19 20:00:00,2018-05-19 20:00:00,1526774400000.0,8233.49,8609.0,8163.9,8526.98,19957.057109,8380.235,,,2.0,0.0,0.0
2018-05-20 20:00:00,2018-05-20 20:00:00,1526860800000.0,8526.97,8595.31,8305.0,8381.24,21516.596486,8454.105,,,2.0,0.0,0.0
2018-05-21 20:00:00,2018-05-21 20:00:00,1526947200000.0,8386.89,8400.18,7935.11,7977.11,23710.902858,8182.0,,,2.0,0.0,0.0
2018-05-22 20:00:00,2018-05-22 20:00:00,1527033600000.0,7977.12,8031.9,7425.0,7501.95,42910.666774,7739.535,,,2.0,0.0,0.0
2018-05-23 20:00:00,2018-05-23 20:00:00,1527120000000.0,7501.95,7730.73,7266.99,7575.01,37845.446595,7538.48,,,2.0,0.0,0.0
2018-05-24 20:00:00,2018-05-24 20:00:00,1527206400000.0,7578.99,7649.55,7308.15,7457.0,26739.95664,7517.995,,,2.0,0.0,0.0
2018-05-25 20:00:00,2018-05-25 20:00:00,1527292800000.0,7456.99,7620.0,7300.0,7333.96,19464.086071,7395.475,,,2.0,0.0,0.0
2018-05-26 20:00:00,2018-05-26 20:00:00,1527379200000.0,7334.0,7400.0,7231.11,7338.99,18706.945515,7336.495,,,2.0,0.0,0.0
2018-05-27 20:00:00,2018-05-27 20:00:00,1527465600000.0,7338.99,7437.0,7058.02,7099.0,27219.438963,7218.995,,,2.0,0.0,0.0
