datetime,Date,TimeStamp,Open,High,Low,Close,Volume,average0,moving_average100,price_ref,Orders,Amounts,Modulators
2018-11-07 19:00:00,2018-11-07 19:00:00,1541635200000.0,6578.46,6594.0,6468.22,6479.84,13259.789282,6529.15,,,2.0,0.0,0.0
2018-11-08 19:00:00,2018-11-08 19:00:00,1541721600000.0,6479.84,6511.53,6391.01,6419.99,11787.616583,6449.915,,,2.0,0.0,0.0
2018-11-09 19:00:00,2018-11-09 19:00:00,1541808000000.0,6419.99,6475.55,6411.0,6433.05,7714.829926,6426.52,,,2.0,0.0,0.0
2018-11-10 19:00:00,2018-11-10 19:00:00,1541894400000.0,6435.16,6462.14,6355.0,6449.81,8213.507117,6442.485000000001,,,2.0,0.0,0.0
2018-11-11 19:00:00,2018-11-11 19:00:00,1541980800000.0,6450.71,6497.0,6421.0,6453.07,10132.782567,6451.889999999999,,,2.0,0.0,0.0
2018-11-12 19:00:00,2018-11-12 19:00:00,1542067200000.0,6451.68,6498.0,6391.15,6457.66,11790.564933,6454.67,,,2.0,0.0,0.0
2018-11-13 19:00:00,2018-11-13 19:00:00,1542153600000.0,6458.98,6482.84,5656.87,5922.41,46478.964003,6190.695,,,2.0,0.0,0.0
2018-11-14 19:00:00,2018-11-14 19:00:00,1542240000000.0,5917.2,5939.54,5403.42,5753.4,47700.829401,5835.299999999999,,,2.0,0.0,0.0
2018-11-15 19:00:00,2018-11-15 19:00:00,1542326400000.0,5757.09,5782.89,5549.25,5655.94,38721.802274,5706.514999999999,,,2.0,0.0,0.0
2018-11-16 19:00:00,2018-11-16 19:00:00,1542412800000.0,5650.57,5656.6,5565.43,5628.29,26411.241413,5639.43,,,2.0,0.0,0.0
2018-11-17 19:00:00,2018-11-17 19:00:00,1542499200000.0,5630.49,5738.17,5617.0,5662.0,23844.999347,5646.245,,,2.0,0.0,0.0
2018-11-18 19:00:00,2018-11-18 19:00:00,1542585600000.0,5661.94,5664.0,4855.0,4910.03,70580.892856,5285.985,,,2.0,0.0,0.0
2018-11-19 19:00:00,2018-11-19 19:00:00,1542672000000.0,4913.4,5048.24,4326.0,4558.86,117380.95159,4736.129999999999,,,2.0,0.0,0.0
2018-11-20 19:00:00,2018-11-20 19:00:00,1542758400000.0,4559.91,4787.2,4413.85,4661.07,61071.829475,4610.49,,,2.0,0.0,0.0
2018-11-21 19:00:00,2018-11-21 19:00:00,1542844800000.0,4661.08,4721.77,4335.0,4370.0,34531.119143,4515.54,,,2.0,0.0,0.0
2018-11-22 19:00:00,2018-11-22 19:00:00,1542931200000.0,4370.9,4484.0,4222.94,4420.61,49371.920322,4395.754999999999,,,2.0,0.0,0.0
2018-11-23 19:00:00,2018-11-23 19:00:00,1543017600000.0,4415.63,4527.0,3824.69,3932.44,61693.111006,4174.035,,,2.0,0.0,0.0
2018-11-24 19:00:00,2018-11-24 19:00:00,1543104000000.0,3933.68,4233.0,3652.66,4085.78,101693.975588,4009.73,,,2.0,0.0,0.0
2018-11-25 19:00:00,2018-11-25 19:00:00,1543190400000.0,4088.69,4206.0,3701.0,3862.2,94504.865717,3975.4449999999997,,,2.0,0.0,0.0
2018-11-26 19:00:00,2018-11-26 19:00:00,1543276800000.0,3864.45,3940.0,3689.12,3875.21,67480.607212,3869.83,,,2.0,0.0,0.0
2018-11-27 19:00:00,2018-11-27 19:00:00,1543363200000.0,3875.63,4394.47,3874.27,4264.85,91983.567949,4070.2400000000002,,,2.0,0.0,0.0
2018-11-28 19:00:00,2018-11-28 19:00:00,1543449600000.0,4262.06,4450.38,4125.65,4295.84,73980.198669,4278.950000000001,,,2.0,0.0,0.0
2018-11-29 19:00:00,2018-11-29 19:00:00,1543536000000.0,4295.72,4341.36,3943.0,4041.32,67758.446283,4168.52,,,2.0,0.0,0.0
2018-11-30 19:00:00,2018-11-30 19:00:00,1543622400000.0,4041.27,4299.99,3963.01,4190.02,44840.073481,4115.645,,,2.0,0.0,0.0
2018-12-01 19:00:00,2018-12-01 19:00:00,1543708800000.0,4190.98,4312.99,4103.04,4161.01,38912.15479,4175.995,,,2.0,0.0,0.0
2018-12-02 19:00:00,2018-12-02 19:00:00,1543795200000.0,4160.55,4179.0,3827.0,3884.01,49094.369163,4022.28,,,2.0,0.0,0.0
2018-12-03 19:00:00,2018-12-03 19:00:00,1543881600000.0,3884.76,4085.0,3781.0,3951.64,48489.551613,3918.2,,,2.0,0.0,0.0
2018-12-04 19:00:00,2018-12-04 19:00:00,1543968000000.0,3950.98,3970.0,3745.0,3769.84,44004.799448,3860.41,,,2.0,0.0,0.0
2018-12-05 19:00:00,2018-12-05 19:00:00,1544054400000.0,3768.44,3899.99,3500.0,3508.75,68378.796943,3638.5950000000003,,,2.0,0.0,0.0
2018-12-06 19:00:00,2018-12-06 19:00:00,1544140800000.0,3508.75,3549.99,3224.6,3403.55,95145.457442,3456.15,,,2.0,0.0,0.0
2018-12-07 19:00:00,2018-12-07 19:00:00,1544227200000.0,3403.57,3495.0,3222.0,3410.93,55365.949949,3407.25,,,2.0,0.0,0.0
2018-12-08 19:00:00,2018-12-08 19:00:00,1544313600000.0,3411.36,3658.0,3394.04,3545.37,45956.893296,3478.365,,,2.0,0.0,0.0
2018-12-09 19:00:00,2018-12-09 19:00:00,1544400000000.0,3548.49,3610.0,3370.11,3432.88,40989.244553,3490.685,,,2.0,0.0,0.0
2018-12-10 19:00:00,2018-12-10 19:00:00,1544486400000.0,3434.01,3480.0,3324.32,3380.39,35920.864154,3407.2,,,2.0,0.0,0.0
2018-12-11 19:00:00,2018-12-11 19:00:00,1544572800000.0,3379.23,3492.0,3350.0,3445.0,33922.931286,3412.115,,,2.0,0.0,0.0
2018-12-12 19:00:00,2018-12-12 19:00:00,1544659200000.0,3446.38,3460.0,3255.5,3302.06,40040.917013,3374.2200000000003,,,2.0,0.0,0.0
2018-12-13 19:00:00,2018-12-13 19:00:00,1544745600000.0,3302.06,3335.39,3177.0,3224.17,44492.983807,3263.115,,,2.0,0.0,0.0
2018-12-14 19:00:00,2018-12-14 19:00:00,1544832000000.0,3225.19,3276.5,3156.26,3211.72,29796.041436,3218.455,,,2.0,0.0,0.0
2018-12-15 19:00:00,2018-12-15 19:00:00,1544918400000.0,3211.71,3294.0,3186.0,3228.67,24628.808538,3220.19,,,2.0,0.0,0.0
2018-12-16 19:00:00,2018-12-16 19:00:00,1545004800000.0,3229.22,3585.0,3216.0,3509.08,66762.216388,3369.1499999999996,,,2.0,0.0,0.0
