datetime,Date,TimeStamp,Open,High,Low,Close,Volume,average0,price_ref,Orders,Amounts,Modulators
2019-03-06 19:00:00,2019-03-06 19:00:00,1551916800000.0,3861.84,3905.4,3840.4,3873.64,26455.257661,3867.74,3610.45,1.0,25.0,1.0
2019-03-07 19:00:00,2019-03-07 19:00:00,1552003200000.0,3873.63,3932.0,3800.0,3864.89,34730.366592,3869.26,3610.45,1.0,25.0,1.0
2019-03-08 19:00:00,2019-03-08 19:00:00,1552089600000.0,3864.88,3971.75,3854.75,3943.04,30979.747653,3903.96,3610.45,1.0,25.0,1.0
2019-03-09 19:00:00,2019-03-09 19:00:00,1552176000000.0,3943.43,3943.43,3881.69,3916.82,23187.561412,3930.125,3610.45,1.0,25.0,1.0
2019-03-10 20:00:00,2019-03-10 20:00:00,1552262400000.0,3915.99,3936.98,3830.0,3871.61,38066.885705,3893.8,3610.45,1.0,25.0,1.0
2019-03-11 20:00:00,2019-03-11 20:00:00,1552348800000.0,3871.61,3905.2,3826.06,3882.73,26921.008622,3877.17,3610.45,1.0,25.0,1.0
2019-03-12 20:00:00,2019-03-12 20:00:00,1552435200000.0,3882.69,3893.56,3840.0,3866.0,24461.008757,3874.3450000000003,3610.45,1.0,25.0,1.0
2019-03-13 20:00:00,2019-03-13 20:00:00,1552521600000.0,3866.0,3920.0,3810.43,3877.12,27048.74853,3871.56,3610.45,1.0,25.0,1.0
2019-03-14 20:00:00,2019-03-14 20:00:00,1552608000000.0,3877.12,3939.22,3872.2,3923.76,21740.061498,3900.44,3610.45,1.0,25.0,1.0
2019-03-15 20:00:00,2019-03-15 20:00:00,1552694400000.0,3924.46,4056.98,3921.98,4005.98,28568.376124,3965.2200000000003,3610.45,1.0,25.0,1.0
2019-03-16 20:00:00,2019-03-16 20:00:00,1552780800000.0,4005.98,4012.0,3950.01,3981.14,18814.255577,3993.56,3610.45,1.0,25.0,1.0
2019-03-17 20:00:00,2019-03-17 20:00:00,1552867200000.0,3981.85,4037.0,3953.33,3987.81,22454.47801,3984.83,3610.45,1.0,25.0,1.0
2019-03-18 20:00:00,2019-03-18 20:00:00,1552953600000.0,3987.83,4031.0,3970.0,4015.53,19893.741815,4001.6800000000003,3610.45,1.0,25.0,1.0
2019-03-19 20:00:00,2019-03-19 20:00:00,1553040000000.0,4017.48,4050.0,3980.5,4043.04,23432.300255,4030.26,3610.45,1.0,25.0,1.0
2019-03-20 20:00:00,2019-03-20 20:00:00,1553126400000.0,4043.04,4069.32,3880.01,3980.64,35997.682119,4011.84,3610.45,1.0,25.0,1.0
2019-03-21 20:00:00,2019-03-21 20:00:00,1553212800000.0,3980.85,4008.0,3968.25,3986.93,20022.606318,3983.89,3610.45,1.0,25.0,1.0
2019-03-22 20:00:00,2019-03-22 20:00:00,1553299200000.0,3987.89,4018.83,3978.01,4006.01,17302.604318,3996.95,3610.45,1.0,25.0,1.0
2019-03-23 20:00:00,2019-03-23 20:00:00,1553385600000.0,4006.01,4006.02,3950.0,3992.18,17179.850648,3999.0950000000003,3610.45,1.0,25.0,1.0
2019-03-24 20:00:00,2019-03-24 20:00:00,1553472000000.0,3991.35,3999.3,3888.71,3936.12,33192.890217,3963.7349999999997,3610.45,1.0,25.0,1.0
2019-03-25 20:00:00,2019-03-25 20:00:00,1553558400000.0,3935.47,3958.98,3894.0,3948.55,29349.537627,3942.01,3610.45,1.0,25.0,1.0
2019-03-26 20:00:00,2019-03-26 20:00:00,1553644800000.0,3948.77,4048.0,3936.15,4038.05,32364.555852,3993.41,3610.45,1.0,25.0,1.0
2019-03-27 20:00:00,2019-03-27 20:00:00,1553731200000.0,4039.58,4039.7,4002.0,4027.81,20089.293875,4033.6949999999997,3610.45,1.0,25.0,1.0
2019-03-28 20:00:00,2019-03-28 20:00:00,1553817600000.0,4028.22,4123.71,4024.03,4103.25,30084.217444,4065.7349999999997,3610.45,1.0,25.0,1.0
2019-03-29 20:00:00,2019-03-29 20:00:00,1553904000000.0,4104.24,4140.0,4052.0,4106.97,19509.292601,4105.605,3610.45,1.0,25.0,1.0
2019-03-30 20:00:00,2019-03-30 20:00:00,1553990400000.0,4106.99,4116.12,4082.57,4103.95,13525.087433,4105.469999999999,3610.45,1.0,25.0,1.0
2019-03-31 20:00:00,2019-03-31 20:00:00,1554076800000.0,4102.44,4158.7,4067.0,4144.56,25507.067641,4123.5,3610.45,1.0,25.0,1.0
2019-04-01 20:00:00,2019-04-01 20:00:00,1554163200000.0,4144.54,4897.99,4140.54,4857.29,105383.639263,4500.915,3610.45,1.0,25.0,1.0
2019-04-02 20:00:00,2019-04-02 20:00:00,1554249600000.0,4857.19,5275.01,4753.5,4932.6,109890.125743,4894.895,3610.45,1.0,25.0,1.0
2019-04-03 20:00:00,2019-04-03 20:00:00,1554336000000.0,4932.59,5039.08,4777.0,4898.66,61054.254168,4915.625,3610.45,1.0,25.0,1.0
2019-04-04 20:00:00,2019-04-04 20:00:00,1554422400000.0,4898.64,5028.22,4880.62,5004.95,39768.552806,4951.795,3610.45,1.0,25.0,1.0
2019-04-05 20:00:00,2019-04-05 20:00:00,1554508800000.0,5004.96,5205.0,4928.59,5043.89,41770.842313,5024.425,3610.45,1.0,25.0,1.0
2019-04-06 20:00:00,2019-04-06 20:00:00,1554595200000.0,5042.07,5234.0,5026.0,5170.27,37615.486804,5106.17,3610.45,1.0,25.0,1.0
2019-04-07 20:00:00,2019-04-07 20:00:00,1554681600000.0,5170.27,5305.0,5039.0,5236.9,50178.430782,5203.585,3610.45,1.0,25.0,1.0
2019-04-08 20:00:00,2019-04-08 20:00:00,1554768000000.0,5238.38,5238.4,5076.68,5150.0,34067.012311,5194.1900000000005,3610.45,1.0,25.0,1.0
2019-04-09 20:00:00,2019-04-09 20:00:00,1554854400000.0,5150.0,5422.0,5135.0,5308.25,40073.620471,5229.125,3610.45,1.0,25.0,1.0
2019-04-10 20:00:00,2019-04-10 20:00:00,1554940800000.0,5307.86,5332.67,4927.0,5017.37,54696.600686,5162.615,3610.45,1.0,25.0,1.0
2019-04-11 20:00:00,2019-04-11 20:00:00,1555027200000.0,5017.37,5080.58,4861.22,5048.01,33276.678614,5032.6900000000005,3610.45,1.0,25.0,1.0
2019-04-12 20:00:00,2019-04-12 20:00:00,1555113600000.0,5047.0,5099.0,5004.0,5045.22,17292.456802,5046.110000000001,3610.45,1.0,25.0,1.0
2019-04-13 20:00:00,2019-04-13 20:00:00,1555200000000.0,5047.45,5152.99,5000.0,5131.3,18281.607739,5089.375,3610.45,1.0,25.0,1.0
2019-04-14 20:00:00,2019-04-14 20:00:00,1555286400000.0,5131.28,5167.38,4950.0,5024.95,29057.191581,5078.115,3610.45,1.0,25.0,1.0
2019-04-15 20:00:00,2019-04-15 20:00:00,1555372800000.0,5024.95,5197.72,5003.94,5173.72,24242.229493,5099.335,3610.45,1.0,25.0,1.0
2019-04-16 20:00:00,2019-04-16 20:00:00,1555459200000.0,5173.72,5230.4,5146.8,5202.82,23307.536134,5188.27,3610.45,1.0,25.0,1.0
2019-04-17 20:00:00,2019-04-17 20:00:00,1555545600000.0,5202.41,5287.0,5198.8,5258.44,22619.239001,5230.424999999999,3610.45,1.0,25.0,1.0
2019-04-18 20:00:00,2019-04-18 20:00:00,1555632000000.0,5258.44,5320.0,5175.0,5258.68,24611.236323,5258.5599999999995,3610.45,1.0,25.0,1.0
2019-04-19 20:00:00,2019-04-19 20:00:00,1555718400000.0,5258.68,5333.42,5230.1,5291.73,19168.908274,5275.205,3610.45,1.0,25.0,1.0
2019-04-20 20:00:00,2019-04-20 20:00:00,1555804800000.0,5292.91,5314.35,5165.0,5256.14,25549.570939,5274.525,3610.45,1.0,25.0,1.0
2019-04-21 20:00:00,2019-04-21 20:00:00,1555891200000.0,5257.41,5400.0,5208.35,5357.14,29563.852309,5307.275,3610.45,1.0,25.0,1.0
2019-04-22 20:00:00,2019-04-22 20:00:00,1555977600000.0,5357.14,5600.0,5332.41,5493.31,41262.103917,5425.225,3610.45,1.0,25.0,1.0
2019-04-23 20:00:00,2019-04-23 20:00:00,1556064000000.0,5490.91,5582.2,5333.35,5415.0,48224.152413,5452.955,3610.45,1.0,25.0,1.0
2019-04-24 20:00:00,2019-04-24 20:00:00,1556150400000.0,5415.0,5491.84,5102.0,5219.9,49636.089948,5317.45,3610.45,1.0,25.0,1.0
2019-04-25 20:00:00,2019-04-25 20:00:00,1556236800000.0,5220.47,5510.0,5161.62,5314.1,48912.294513,5267.285,3610.45,1.0,25.0,1.0
2019-04-26 20:00:00,2019-04-26 20:00:00,1556323200000.0,5315.0,5342.5,5257.67,5295.69,15422.896935,5305.344999999999,3610.45,1.0,25.0,1.0
2019-04-27 20:00:00,2019-04-27 20:00:00,1556409600000.0,5295.69,5340.0,5259.48,5307.52,14371.433869,5301.605,3610.45,1.0,25.0,1.0
2019-04-28 20:00:00,2019-04-28 20:00:00,1556496000000.0,5309.81,5332.0,5178.8,5238.14,19918.135079,5273.975,3610.45,1.0,25.0,1.0
2019-04-29 20:00:00,2019-04-29 20:00:00,1556582400000.0,5238.14,5339.98,5192.15,5320.81,22238.06823,5279.475,3610.45,1.0,25.0,1.0
2019-04-30 20:00:00,2019-04-30 20:00:00,1556668800000.0,5321.94,5402.0,5316.2,5383.2,17217.473216,5352.57,3610.45,1.0,25.0,1.0
2019-05-01 20:00:00,2019-05-01 20:00:00,1556755200000.0,5383.2,5538.0,5370.0,5492.87,22795.787835,5438.035,3610.45,1.0,25.0,1.0
2019-05-02 20:00:00,2019-05-02 20:00:00,1556841600000.0,5494.81,5844.0,5477.57,5772.69,46297.172849,5633.75,3610.45,1.0,25.0,1.0
2019-05-03 20:00:00,2019-05-03 20:00:00,1556928000000.0,5770.62,5900.0,5587.45,5829.45,39682.408991,5800.035,3610.45,1.0,25.0,1.0
2019-05-04 20:00:00,2019-05-04 20:00:00,1557014400000.0,5829.83,5839.9,5696.0,5775.62,23822.543775,5802.725,3610.45,1.0,25.0,1.0
2019-05-05 20:00:00,2019-05-05 20:00:00,1557100800000.0,5773.18,5805.0,5619.14,5747.79,25256.596325,5760.485000000001,3610.45,1.0,25.0,1.0
2019-05-06 20:00:00,2019-05-06 20:00:00,1557187200000.0,5749.92,6028.41,5747.74,5846.34,39905.064422,5798.13,3610.45,1.0,25.0,1.0
2019-05-07 20:00:00,2019-05-07 20:00:00,1557273600000.0,5846.34,6014.72,5772.2,5987.29,23074.186907,5916.8150000000005,3610.45,1.0,25.0,1.0
2019-05-08 20:00:00,2019-05-08 20:00:00,1557360000000.0,5986.66,6224.55,5983.71,6209.18,27453.011436,6097.92,3610.45,1.0,25.0,1.0
2019-05-09 20:00:00,2019-05-09 20:00:00,1557446400000.0,6209.95,6468.92,6172.0,6373.33,36623.61079,6291.639999999999,3610.45,1.0,25.0,1.0
2019-05-10 20:00:00,2019-05-10 20:00:00,1557532800000.0,6375.16,7343.99,6372.85,7076.22,74022.424393,6725.6900000000005,3610.45,1.0,25.0,1.0
2019-05-11 20:00:00,2019-05-11 20:00:00,1557619200000.0,7076.24,7521.78,6750.0,6967.31,86948.975339,7021.775,3610.45,1.0,25.0,1.0
2019-05-12 20:00:00,2019-05-12 20:00:00,1557705600000.0,6968.24,8100.0,6870.0,7790.71,85804.735333,7379.475,3610.45,1.0,25.0,1.0
2019-05-13 20:00:00,2019-05-13 20:00:00,1557792000000.0,7795.62,8366.0,7599.56,7947.56,76583.722603,7871.59,3610.45,1.0,25.0,1.0
2019-05-14 20:00:00,2019-05-14 20:00:00,1557878400000.0,7945.26,8249.0,7850.0,8169.87,37884.327211,8057.5650000000005,3610.45,1.0,25.0,1.0
2019-05-15 20:00:00,2019-05-15 20:00:00,1557964800000.0,8169.08,8320.0,7705.0,7866.59,69630.513996,8017.835,3610.45,1.0,25.0,1.0
2019-05-16 20:00:00,2019-05-16 20:00:00,1558051200000.0,7868.67,7925.0,6913.0,7355.26,88752.008159,7611.965,3610.45,1.0,25.0,1.0
2019-05-17 20:00:00,2019-05-17 20:00:00,1558137600000.0,7355.28,7458.0,7156.61,7257.45,37054.944779,7306.365,3610.45,1.0,25.0,1.0
2019-05-18 20:00:00,2019-05-18 20:00:00,1558224000000.0,7257.32,8275.09,7243.08,8148.48,65577.442058,7702.9,3610.45,1.0,25.0,1.0
2019-05-19 20:00:00,2019-05-19 20:00:00,1558310400000.0,8147.94,8156.03,7553.0,7938.15,65859.208564,8043.045,3610.45,1.0,25.0,1.0
2019-05-20 20:00:00,2019-05-20 20:00:00,1558396800000.0,7937.16,8042.32,7771.0,7904.87,52301.752247,7921.014999999999,3610.45,1.0,25.0,1.0
2019-05-21 20:00:00,2019-05-21 20:00:00,1558483200000.0,7904.48,8016.0,7465.0,7628.43,49136.994589,7766.455,3610.45,1.0,25.0,1.0
2019-05-22 20:00:00,2019-05-22 20:00:00,1558569600000.0,7627.8,7940.98,7461.0,7851.51,49648.184701,7739.655000000001,3610.45,1.0,25.0,1.0
2019-05-23 20:00:00,2019-05-23 20:00:00,1558656000000.0,7849.95,8130.0,7766.0,7964.87,46664.785325,7907.41,3610.45,1.0,25.0,1.0
2019-05-24 20:00:00,2019-05-24 20:00:00,1558742400000.0,7964.52,8091.8,7908.34,8025.41,28414.328817,7994.965,3610.45,1.0,25.0,1.0
2019-05-25 20:00:00,2019-05-25 20:00:00,1558828800000.0,8023.0,8740.0,7833.42,8614.43,49652.144567,8318.715,3610.45,1.0,25.0,1.0
2019-05-26 20:00:00,2019-05-26 20:00:00,1558915200000.0,8612.54,8908.32,8589.0,8756.32,51886.768793,8684.43,3610.45,1.0,25.0,1.0
2019-05-27 20:00:00,2019-05-27 20:00:00,1559001600000.0,8752.52,8798.49,8510.63,8715.64,31470.551534,8734.08,3610.45,1.0,25.0,1.0
2019-05-28 20:00:00,2019-05-28 20:00:00,1559088000000.0,8716.87,8750.0,8406.6,8645.68,33880.865922,8681.275000000001,3610.45,1.0,25.0,1.0
2019-05-29 20:00:00,2019-05-29 20:00:00,1559174400000.0,8646.5,9074.26,8005.0,8269.54,70379.998521,8458.02,3610.45,1.0,25.0,1.0
2019-05-30 20:00:00,2019-05-30 20:00:00,1559260800000.0,8267.1,8594.0,8108.5,8555.0,44727.49162,8411.05,3610.45,1.0,25.0,1.0
2019-05-31 20:00:00,2019-05-31 20:00:00,1559347200000.0,8555.0,8626.0,8442.36,8544.07,31868.234157,8549.535,3610.45,1.0,25.0,1.0
2019-06-01 20:00:00,2019-06-01 20:00:00,1559433600000.0,8545.1,8814.78,8524.0,8725.98,27835.133265,8635.54,3610.45,1.0,25.0,1.0
2019-06-02 20:00:00,2019-06-02 20:00:00,1559520000000.0,8726.0,8800.95,8080.8,8115.82,45692.965104,8420.91,3610.45,1.0,25.0,1.0
2019-06-03 20:00:00,2019-06-03 20:00:00,1559606400000.0,8115.66,8115.66,7481.02,7687.03,74143.948941,7901.344999999999,3610.45,1.0,25.0,1.0
2019-06-04 20:00:00,2019-06-04 20:00:00,1559692800000.0,7687.04,7896.7,7572.78,7776.5,48679.656455,7731.77,3610.45,1.0,25.0,1.0
2019-06-05 20:00:00,2019-06-05 20:00:00,1559779200000.0,7778.08,7868.13,7444.58,7786.7,36624.118747,7782.389999999999,3610.45,1.0,25.0,1.0
2019-06-06 20:00:00,2019-06-06 20:00:00,1559865600000.0,7787.57,8100.0,7737.49,7980.53,33942.225658,7884.049999999999,3610.45,1.0,25.0,1.0
2019-06-07 20:00:00,2019-06-07 20:00:00,1559952000000.0,7978.94,8044.65,7751.0,7893.62,22657.329634,7936.28,3610.45,1.0,25.0,1.0
2019-06-08 20:00:00,2019-06-08 20:00:00,1560038400000.0,7895.28,7935.0,7506.66,7628.13,31568.465157,7761.705,3610.45,1.0,25.0,1.0
2019-06-09 20:00:00,2019-06-09 20:00:00,1560124800000.0,7627.57,8020.0,7511.0,7982.75,36756.078468,7805.16,3610.45,1.0,25.0,1.0
2019-06-10 20:00:00,2019-06-10 20:00:00,1560211200000.0,7981.0,8010.0,7692.23,7884.9,30334.999427,7932.95,3610.45,1.0,25.0,1.0
2019-06-11 20:00:00,2019-06-11 20:00:00,1560297600000.0,7884.9,8200.0,7788.99,8127.64,41597.082622,8006.27,3610.45,1.0,25.0,1.0
2019-06-12 20:00:00,2019-06-12 20:00:00,1560384000000.0,8127.64,8309.82,8010.03,8218.54,30467.764341,8173.09,3610.45,1.0,25.0,1.0
2019-06-13 20:00:00,2019-06-13 20:00:00,1560470400000.0,8216.44,8684.41,8144.32,8650.0,39835.246255,8433.220000000001,3610.45,1.0,25.0,1.0
2019-06-14 20:00:00,2019-06-14 20:00:00,1560556800000.0,8650.88,8864.99,8567.63,8808.7,31791.636039,8729.79,3610.45,1.0,25.0,1.0
2019-06-15 20:00:00,2019-06-15 20:00:00,1560643200000.0,8810.77,9333.0,8760.0,8953.33,63289.251219,8882.05,3610.45,1.0,25.0,1.0
2019-06-16 20:00:00,2019-06-16 20:00:00,1560729600000.0,8953.0,9444.0,8950.0,9313.96,47895.485374,9133.48,3610.45,1.0,25.0,1.0
2019-06-17 20:00:00,2019-06-17 20:00:00,1560816000000.0,9312.13,9336.36,8950.0,9081.55,51554.569401,9196.84,3610.45,1.0,25.0,1.0
2019-06-18 20:00:00,2019-06-18 20:00:00,1560902400000.0,9081.97,9304.0,8960.0,9255.49,32147.706495,9168.73,3610.45,1.0,25.0,1.0
2019-06-19 20:00:00,2019-06-19 20:00:00,1560988800000.0,9253.76,9590.0,9175.2,9517.12,34556.053982,9385.44,3610.45,1.0,25.0,1.0
2019-06-20 20:00:00,2019-06-20 20:00:00,1561075200000.0,9518.06,10174.99,9518.06,10159.86,50484.415892,9838.96,3610.45,1.0,25.0,1.0
2019-06-21 20:00:00,2019-06-21 20:00:00,1561161600000.0,10159.86,11160.0,9921.72,10729.5,104169.447976,10444.68,3610.45,1.0,25.0,1.0
2019-06-22 20:00:00,2019-06-22 20:00:00,1561248000000.0,10729.0,11392.64,10555.18,10906.07,57445.323945,10817.535,3610.45,1.0,25.0,1.0
2019-06-23 20:00:00,2019-06-23 20:00:00,1561334400000.0,10905.95,11143.63,10620.8,11056.59,43101.045285,10981.27,3610.45,1.0,25.0,1.0
2019-06-24 20:00:00,2019-06-24 20:00:00,1561420800000.0,11056.59,11850.0,11026.0,11820.86,61276.686648,11438.725,3610.45,1.0,25.0,1.0
2019-06-25 20:00:00,2019-06-25 20:00:00,1561507200000.0,11821.28,13970.0,11741.0,13093.8,155930.147386,12457.54,3610.45,1.0,25.0,1.0
2019-06-26 20:00:00,2019-06-26 20:00:00,1561593600000.0,13098.38,13478.04,10525.1,11329.99,173894.820889,12214.185,3610.45,1.0,25.0,1.0
2019-06-27 20:00:00,2019-06-27 20:00:00,1561680000000.0,11329.99,12480.0,10982.88,12400.63,95795.203964,11865.31,3610.45,1.0,25.0,1.0
2019-06-28 20:00:00,2019-06-28 20:00:00,1561766400000.0,12407.06,12441.54,11475.02,11903.13,69642.074157,12155.095,3610.45,1.0,25.0,1.0
2019-06-29 20:00:00,2019-06-29 20:00:00,1561852800000.0,11903.13,12180.0,10766.03,10854.1,84512.530443,11378.615,3610.45,1.0,25.0,1.0
2019-06-30 20:00:00,2019-06-30 20:00:00,1561939200000.0,10854.1,11282.28,10030.0,10624.93,90962.268271,10739.515,3610.45,1.0,25.0,1.0
2019-07-01 20:00:00,2019-07-01 20:00:00,1562025600000.0,10624.9,10938.75,9727.0,10842.85,109561.038728,10733.875,3610.45,1.0,25.0,1.0
2019-07-02 20:00:00,2019-07-02 20:00:00,1562112000000.0,10844.98,11991.89,10841.04,11940.0,96815.90029,11392.49,3610.45,1.0,25.0,1.0
2019-07-03 20:00:00,2019-07-03 20:00:00,1562198400000.0,11940.0,12000.0,11055.0,11145.67,66512.221892,11542.835,3610.45,1.0,25.0,1.0
2019-07-04 20:00:00,2019-07-04 20:00:00,1562284800000.0,11145.67,11406.83,10796.44,10970.73,63534.350582,11058.2,3610.45,1.0,25.0,1.0
2019-07-05 20:00:00,2019-07-05 20:00:00,1562371200000.0,10982.41,11665.0,10964.51,11256.49,51469.496331,11119.45,3610.45,1.0,25.0,1.0
2019-07-06 20:00:00,2019-07-06 20:00:00,1562457600000.0,11256.45,11538.0,11094.37,11406.24,38884.795599,11331.345000000001,3610.45,1.0,25.0,1.0
2019-07-07 20:00:00,2019-07-07 20:00:00,1562544000000.0,11410.0,12338.03,11220.0,12238.6,52182.367215,11824.3,3610.45,1.0,25.0,1.0
2019-07-08 20:00:00,2019-07-08 20:00:00,1562630400000.0,12238.6,12794.73,12068.0,12543.41,78442.130343,12391.005000000001,3610.45,1.0,25.0,1.0
2019-07-09 20:00:00,2019-07-09 20:00:00,1562716800000.0,12548.51,13147.08,11569.0,12108.37,109246.044997,12328.44,3610.45,1.0,25.0,1.0
2019-07-10 20:00:00,2019-07-10 20:00:00,1562803200000.0,12108.11,12111.73,11000.0,11342.89,87506.461058,11725.5,3610.45,1.0,25.0,1.0
2019-07-11 20:00:00,2019-07-11 20:00:00,1562889600000.0,11342.88,11885.0,11073.0,11757.22,56321.858281,11550.05,3610.45,1.0,25.0,1.0
2019-07-12 20:00:00,2019-07-12 20:00:00,1562976000000.0,11757.22,11799.98,10830.0,11355.76,54245.594548,11556.49,3610.45,1.0,25.0,1.0
2019-07-13 20:00:00,2019-07-13 20:00:00,1563062400000.0,11355.78,11452.0,10103.0,10174.18,72517.579236,10764.98,3610.45,1.0,25.0,1.0
2019-07-14 20:00:00,2019-07-14 20:00:00,1563148800000.0,10174.18,11100.0,9860.0,10838.72,81922.426332,10506.45,3610.45,1.0,25.0,1.0
2019-07-15 20:00:00,2019-07-15 20:00:00,1563235200000.0,10833.78,11028.0,9350.01,9439.59,97219.443413,10136.685000000001,3610.45,1.0,25.0,1.0
2019-07-16 20:00:00,2019-07-16 20:00:00,1563321600000.0,9430.17,9957.0,9060.0,9667.92,84942.672717,9549.045,3610.45,1.0,25.0,1.0
2019-07-17 20:00:00,2019-07-17 20:00:00,1563408000000.0,9668.86,10788.0,9252.0,10627.16,80283.310252,10148.01,3610.45,1.0,25.0,1.0
2019-07-18 20:00:00,2019-07-18 20:00:00,1563494400000.0,10628.64,10769.71,10121.84,10504.29,56546.932133,10566.465,3610.45,1.0,25.0,1.0
2019-07-19 20:00:00,2019-07-19 20:00:00,1563580800000.0,10505.78,11068.99,10350.0,10740.23,47331.899848,10623.005000000001,3610.45,1.0,25.0,1.0
2019-07-20 20:00:00,2019-07-20 20:00:00,1563667200000.0,10740.27,10817.9,10288.0,10589.45,38834.287935,10664.86,3610.45,1.0,25.0,1.0
2019-07-21 20:00:00,2019-07-21 20:00:00,1563753600000.0,10590.15,10683.16,10100.0,10340.31,40467.954839,10465.23,3610.45,1.0,25.0,1.0
2019-07-22 20:00:00,2019-07-22 20:00:00,1563840000000.0,10343.08,10343.97,9822.0,9864.91,47624.37071,10103.994999999999,3610.45,1.0,25.0,1.0
2019-07-23 20:00:00,2019-07-23 20:00:00,1563926400000.0,9864.78,9937.0,9525.0,9763.28,43475.380377,9814.03,3610.45,1.0,25.0,1.0
2019-07-24 20:00:00,2019-07-24 20:00:00,1564012800000.0,9763.4,10175.0,9720.03,9879.87,37873.354728,9821.635,3610.45,1.0,25.0,1.0
2019-07-25 20:00:00,2019-07-25 20:00:00,1564099200000.0,9882.15,9889.98,9637.0,9824.0,27167.463217,9853.075,3610.45,1.0,25.0,1.0
2019-07-26 20:00:00,2019-07-26 20:00:00,1564185600000.0,9824.0,10188.66,9333.0,9476.52,43809.778301,9650.26,3610.45,1.0,25.0,1.0
2019-07-27 20:00:00,2019-07-27 20:00:00,1564272000000.0,9478.92,9594.99,9165.0,9541.54,29401.022937,9510.23,3610.45,1.0,25.0,1.0
2019-07-28 20:00:00,2019-07-28 20:00:00,1564358400000.0,9541.54,9729.0,9395.0,9507.64,29021.937411,9524.59,3610.45,1.0,25.0,1.0
2019-07-29 20:00:00,2019-07-29 20:00:00,1564444800000.0,9509.07,9714.28,9402.0,9574.21,32536.368834,9541.64,3610.45,1.0,25.0,1.0
2019-07-30 20:00:00,2019-07-30 20:00:00,1564531200000.0,9575.0,10109.8,9555.0,10080.53,39515.35456,9827.765,3610.45,1.0,25.0,1.0
2019-07-31 20:00:00,2019-07-31 20:00:00,1564617600000.0,10080.53,10467.86,9863.46,10374.99,41727.637028,10227.76,3610.45,1.0,25.0,1.0
