datetime,Date,TimeStamp,Open,High,Low,Close,Volume,average0,moving_average400,price_ref,Orders,Amounts,Modulators
2017-09-24 20:00:00,2017-09-24 20:00:00,1506297600000.0,3660.02,3979.87,3653.69,3920.75,727.994713,3790.385,,,2.0,0.0,0.0
2017-09-25 20:00:00,2017-09-25 20:00:00,1506384000000.0,3928.0,3976.99,3850.05,3882.35,526.727987,3905.175,,,2.0,0.0,0.0
2017-09-26 20:00:00,2017-09-26 20:00:00,1506470400000.0,3882.36,4249.94,3872.81,4193.0,628.170966,4037.6800000000003,,,2.0,0.0,0.0
2017-09-27 20:00:00,2017-09-27 20:00:00,1506556800000.0,4192.11,4300.0,4101.0,4174.5,849.785325,4183.305,,,2.0,0.0,0.0
2017-09-28 20:00:00,2017-09-28 20:00:00,1506643200000.0,4178.98,4263.86,3952.01,4174.69,1602.309565,4176.834999999999,,,2.0,0.0,0.0
2017-09-29 20:00:00,2017-09-29 20:00:00,1506729600000.0,4175.0,4380.0,4138.1,4378.51,720.353183,4276.755,,,2.0,0.0,0.0
2017-09-30 20:00:00,2017-09-30 20:00:00,1506816000000.0,4378.49,4406.52,4240.04,4378.48,726.963685,4378.485,,,2.0,0.0,0.0
2017-10-01 20:00:00,2017-10-01 20:00:00,1506902400000.0,4400.0,4561.63,4360.0,4380.0,655.756974,4390.0,,,2.0,0.0,0.0
2017-10-02 20:00:00,2017-10-02 20:00:00,1506988800000.0,4380.0,4467.33,4180.8,4310.0,1082.323563,4345.0,,,2.0,0.0,0.0
2017-10-03 20:00:00,2017-10-03 20:00:00,1507075200000.0,4314.9,4373.0,4142.0,4208.59,868.465101,4261.745,,,2.0,0.0,0.0
2017-10-04 20:00:00,2017-10-04 20:00:00,1507161600000.0,4208.59,4355.0,4110.0,4292.43,779.138638,4250.51,,,2.0,0.0,0.0
2017-10-05 20:00:00,2017-10-05 20:00:00,1507248000000.0,4318.99,4417.0,4292.0,4369.0,506.529176,4343.995,,,2.0,0.0,0.0
2017-10-06 20:00:00,2017-10-06 20:00:00,1507334400000.0,4369.0,4479.5,4312.56,4423.0,297.5975,4396.0,,,2.0,0.0,0.0
2017-10-07 20:00:00,2017-10-07 20:00:00,1507420800000.0,4425.0,4658.0,4425.0,4640.0,518.462004,4532.5,,,2.0,0.0,0.0
2017-10-08 20:00:00,2017-10-08 20:00:00,1507507200000.0,4640.0,4889.98,4550.0,4786.95,646.463145,4713.475,,,2.0,0.0,0.0
2017-10-09 20:00:00,2017-10-09 20:00:00,1507593600000.0,4786.95,4960.0,4680.59,4783.06,1043.221773,4785.005,,,2.0,0.0,0.0
2017-10-10 20:00:00,2017-10-10 20:00:00,1507680000000.0,4783.06,4881.61,4710.0,4821.43,753.429396,4802.245000000001,,,2.0,0.0,0.0
2017-10-11 20:00:00,2017-10-11 20:00:00,1507766400000.0,4821.43,5439.99,4810.16,5430.0,1276.701482,5125.715,,,2.0,0.0,0.0
2017-10-12 20:00:00,2017-10-12 20:00:00,1507852800000.0,5439.99,5846.17,5379.84,5649.98,1879.82762,5544.985,,,2.0,0.0,0.0
2017-10-13 20:00:00,2017-10-13 20:00:00,1507939200000.0,5650.0,5900.0,5580.01,5869.99,970.759046,5759.995,,,2.0,0.0,0.0
2017-10-14 20:00:00,2017-10-14 20:00:00,1508025600000.0,5855.03,5922.3,5400.01,5709.99,1343.523375,5782.51,,,2.0,0.0,0.0
2017-10-15 20:00:00,2017-10-15 20:00:00,1508112000000.0,5710.0,5788.91,5585.19,5760.02,1528.996462,5735.01,,,2.0,0.0,0.0
2017-10-16 20:00:00,2017-10-16 20:00:00,1508198400000.0,5760.0,5774.98,5508.63,5595.0,1429.869376,5677.5,,,2.0,0.0,0.0
2017-10-17 20:00:00,2017-10-17 20:00:00,1508284800000.0,5595.0,5596.0,5037.95,5512.06,2317.804373,5553.530000000001,,,2.0,0.0,0.0
2017-10-18 20:00:00,2017-10-18 20:00:00,1508371200000.0,5513.0,5710.0,5490.26,5683.9,1881.722107,5598.45,,,2.0,0.0,0.0
2017-10-19 20:00:00,2017-10-19 20:00:00,1508457600000.0,5683.31,6110.0,5600.0,6010.01,1972.97722,5846.66,,,2.0,0.0,0.0
2017-10-20 20:00:00,2017-10-20 20:00:00,1508544000000.0,6013.72,6171.0,5850.03,6024.97,1664.307693,6019.345,,,2.0,0.0,0.0
2017-10-21 20:00:00,2017-10-21 20:00:00,1508630400000.0,6003.27,6060.0,5720.03,5950.02,1362.092216,5976.645,,,2.0,0.0,0.0
2017-10-22 20:00:00,2017-10-22 20:00:00,1508716800000.0,5975.0,6080.0,5621.03,5915.93,1812.557715,5945.465,,,2.0,0.0,0.0
2017-10-23 20:00:00,2017-10-23 20:00:00,1508803200000.0,5909.47,5925.0,5450.0,5477.03,2580.418767,5693.25,,,2.0,0.0,0.0
2017-10-24 20:00:00,2017-10-24 20:00:00,1508889600000.0,5506.92,5704.96,5286.98,5689.99,2282.813205,5598.455,,,2.0,0.0,0.0
2017-10-25 20:00:00,2017-10-25 20:00:00,1508976000000.0,5670.1,5939.99,5650.0,5861.77,1972.965882,5765.935,,,2.0,0.0,0.0
2017-10-26 20:00:00,2017-10-26 20:00:00,1509062400000.0,5861.77,5980.0,5649.24,5768.83,1403.706416,5815.3,,,2.0,0.0,0.0
2017-10-27 20:00:00,2017-10-27 20:00:00,1509148800000.0,5768.79,5850.02,5630.03,5719.64,1276.754412,5744.215,,,2.0,0.0,0.0
2017-10-28 20:00:00,2017-10-28 20:00:00,1509235200000.0,5709.98,6189.88,5648.01,6169.98,1804.778173,5939.98,,,2.0,0.0,0.0
2017-10-29 20:00:00,2017-10-29 20:00:00,1509321600000.0,6133.01,6248.68,6030.0,6120.5,1473.687043,6126.755,,,2.0,0.0,0.0
2017-10-30 20:00:00,2017-10-30 20:00:00,1509408000000.0,6120.52,6498.01,6100.0,6463.0,1511.774925,6291.76,,,2.0,0.0,0.0
2017-10-31 20:00:00,2017-10-31 20:00:00,1509494400000.0,6463.0,6774.67,6338.02,6753.98,1675.615188,6608.49,,,2.0,0.0,0.0
2017-11-01 20:00:00,2017-11-01 20:00:00,1509580800000.0,6753.98,7300.0,6685.1,7019.98,2503.610803,6886.98,,,2.0,0.0,0.0
2017-11-02 20:00:00,2017-11-02 20:00:00,1509667200000.0,7010.31,7346.34,6923.0,7115.04,1891.497592,7062.675,,,2.0,0.0,0.0
2017-11-03 20:00:00,2017-11-03 20:00:00,1509753600000.0,7115.02,7480.99,6901.0,7357.09,1399.191767,7236.055,,,2.0,0.0,0.0
2017-11-04 20:00:00,2017-11-04 20:00:00,1509840000000.0,7357.27,7590.25,7279.02,7345.01,1207.83233,7351.14,,,2.0,0.0,0.0
2017-11-05 19:00:00,2017-11-05 19:00:00,1509926400000.0,7345.1,7401.0,6906.0,6960.12,1763.019261,7152.610000000001,,,2.0,0.0,0.0
2017-11-06 19:00:00,2017-11-06 19:00:00,1510012800000.0,6981.72,7198.49,6901.0,7064.04,1440.259494,7022.88,,,2.0,0.0,0.0
2017-11-07 19:00:00,2017-11-07 19:00:00,1510099200000.0,7070.0,7770.02,6651.0,7303.0,2822.298802,7186.5,,,2.0,0.0,0.0
2017-11-08 19:00:00,2017-11-08 19:00:00,1510185600000.0,7303.01,7392.0,7015.0,7079.99,1913.398308,7191.5,,,2.0,0.0,0.0
2017-11-09 19:00:00,2017-11-09 19:00:00,1510272000000.0,7079.0,7279.91,6255.01,6506.98,3254.704105,6792.99,,,2.0,0.0,0.0
